State,Period,Population (thousands),Labor Force (thousands),Labor Force Participation Rate (LFPR) (%),LFPR compared to pre-pandemic levels (%),Employment (thousands),Unemployment (thousands),Unemployment compared to pre-pandemic levels (%),Unemployment Rate (%),Job Openings (thousands),Job Openings compared to pre-pandemic levels (%),Labor Shortage or Surplus (thousands),Available Worker Ratio,Quits (thousands),Quit Rate (%),Hires (thousands),Hire Rate (%)
Idaho,6/1/2021,1470,925,62.9,-1.1,892,33,31.2,3.6,52,33.3,-19,0.63,29,3.7,38,4.8
Illinois,6/1/2021,10085,6372,63.2,-1.1,5966,405,61.8,6.4,343,32.4,62,1.18,155,2.7,256,4.4
Indiana,6/1/2021,5330,3364,63.1,-1.2,3227,137,18.8,4.1,219,39.5,-82,0.62,98,3.2,147,4.8
Iowa,6/1/2021,2510,1698,67.6,-1.6,1628,69,53.3,4.1,98,27.3,-29,0.71,40,2.6,67,4.4
Kansas,6/1/2021,2261,1505,66.6,-0.5,1453,53,7.0,3.5,83,22.1,-30,0.63,35,2.5,56,4.1
Kentucky,6/1/2021,3534,2025,57.3,-1.3,1934,92,7.5,4.5,153,57.7,-61,0.60,63,3.3,90,4.8
Louisiana,6/1/2021,3581,2081,58.1,-0.2,1958,122,24.5,5.9,117,28.6,5,1.05,60,3.2,98,5.2
Maine,6/1/2021,1142,689,60.3,-1.5,655,34,52.7,5.0,42,35.5,-8,0.81,15,2.4,21,3.4
Maryland,6/1/2021,4885,3186,65.2,-4.0,3004,182,54.9,5.7,216,31.7,-34,0.84,56,2.1,102,3.9
Massachusetts,6/1/2021,5746,3759,65.4,-0.7,3539,220,106.2,5.8,224,35.8,-4,0.98,67,1.9,117,3.4
Michigan,6/1/2021,8064,4783,59.3,-2.0,4485,299,59.4,6.2,348,61.9,-49,0.86,123,3.0,184,4.4
Minnesota,6/1/2021,4503,3039,67.5,-2.5,2921,118,7.0,3.9,195,42.3,-77,0.60,57,2.0,88,3.1
Mississippi,6/1/2021,2280,1258,55.1,-0.8,1186,72,-2.2,5.7,83,59.6,-11,0.87,38,3.4,58,5.1
Missouri,6/1/2021,4862,3053,62.8,-1.2,2924,129,23.6,4.2,175,42.3,-46,0.74,80,2.8,113,4.0
Montana,6/1/2021,883,551,62.3,-1.3,531,19,0.5,3.5,36,28.6,-17,0.54,18,3.7,26,5.3
Nebraska,6/1/2021,1511,1050,69.5,-0.6,1021,29,-9.4,2.7,64,28.0,-35,0.45,25,2.5,40,4.0
Nevada,6/1/2021,2495,1503,60.2,-4.0,1399,105,52.9,7.0,112,53.4,-7,0.94,39,2.9,93,6.9
New Hampshire,6/1/2021,1150,758,65.9,-2.5,731,27,32.9,3.5,51,50.0,-24,0.53,15,2.3,25,3.8
New Jersey,6/1/2021,7411,4696,63.4,-1.0,4363,333,73.2,7.1,267,35.5,66,1.25,89,2.2,128,3.2
New Mexico,6/1/2021,1671,946,56.6,-1.4,876,70,38.5,7.4,58,20.8,12,1.21,21,2.6,36,4.5
New York,6/1/2021,16077,9590,59.6,-1.2,8885,705,73.3,7.4,523,22.2,182,1.35,146,1.6,291,3.2
North Carolina,6/1/2021,8333,4923,59.1,-2.2,4675,248,30.3,5.0,299,28.3,-51,0.83,158,3.5,237,5.2
North Dakota,6/1/2021,596,409,68.6,-0.6,396,12,37.2,3.0,27,12.5,-15,0.46,12,2.9,17,4.1
Ohio,6/1/2021,9330,5741,61.5,-2.0,5439,302,12.0,5.3,327,27.7,-25,0.92,135,2.5,213,4.0
Oklahoma,6/1/2021,3064,1864,60.8,0.2,1784,80,37.7,4.3,105,28.0,-25,0.76,48,2.9,73,4.5
Oregon,6/1/2021,3465,2155,62.2,1.2,2039,116,55.0,5.4,134,24.1,-18,0.87,60,3.2,82,4.4
Pennsylvania,6/1/2021,10500,6458,61.5,-1.4,6057,401,30.0,6.2,451,59.9,-50,0.89,97,1.7,173,3.0
Rhode Island,6/1/2021,900,575,63.9,-0.3,540,35,64.4,6.0,32,33.3,3,1.08,10,2.1,21,4.4
South Carolina,6/1/2021,4120,2359,57.3,-0.3,2264,96,40.2,4.1,172,57.8,-76,0.56,68,3.2,99,4.6
South Dakota,6/1/2021,683,470,68.9,0.0,457,13,11.9,2.8,28,21.7,-15,0.47,11,2.5,17,3.9
Tennessee,6/1/2021,5518,3328,60.3,-1.0,3174,154,33.2,4.6,224,62.3,-70,0.69,100,3.2,148,4.8
Texas,6/1/2021,22510,14323,63.6,-0.2,13487,836,67.2,5.8,824,56.7,12,1.01,367,2.9,564,4.5
Utah,6/1/2021,2485,1688,67.9,-0.3,1641,47,16.2,2.8,100,35.1,-53,0.47,42,2.6,70,4.4
Vermont,6/1/2021,540,336,62.2,-3.6,324,12,60.3,3.7,24,41.2,-12,0.52,7,2.4,11,3.7
Virginia,6/1/2021,6801,4333,63.7,-2.0,4161,172,32.0,4.0,267,21.9,-95,0.64,104,2.7,161,4.1
Washington,6/1/2021,6160,3900,63.3,-2.0,3693,207,36.3,5.3,190,-3.6,17,1.09,74,2.2,123,3.7
West Virginia,6/1/2021,1443,781,54.1,-0.9,739,42,-1.1,5.3,54,10.2,-12,0.77,23,3.4,31,4.5
Wisconsin,6/1/2021,4714,3111,66.0,0.1,2986,125,35.3,4.0,198,23.8,-73,0.63,74,2.6,108,3.8
Wyoming,6/1/2021,454,290,63.8,-1.9,276,14,-2.1,4.7,19,5.6,-5,0.71,10,3.6,14,5.0
Alabama,5/1/2021,3986,2258,56.6,-0.6,2178,80,7.6,3.5,132,33.3,-52,0.60,66,3.3,88,4.3
Alaska,5/1/2021,546,353,64.6,-0.1,329,24,25.3,6.8,25,8.7,-1,0.96,12,3.9,17,5.5
Arizona,5/1/2021,5742,3534,61.5,-0.4,3339,194,15.7,5.5,199,30.1,-5,0.98,110,3.8,137,4.7
Arkansas,5/1/2021,2359,1339,56.8,-1.1,1281,58,20.4,4.3,79,23.4,-21,0.73,46,3.6,56,4.4
California,5/1/2021,31086,18966,61.0,-2.0,17470,1496,73.8,7.9,905,12.0,591,1.65,396,2.4,636,3.8
Colorado,5/1/2021,4629,3156,68.2,-0.6,2972,185,86.7,5.9,187,48.4,-2,0.99,73,2.7,127,4.7
Connecticut,5/1/2021,2935,1813,61.8,-4.7,1692,121,62.3,6.7,94,40.3,27,1.29,30,1.9,65,4.1
Delaware,5/1/2021,807,496,61.5,0.6,467,29,65.5,5.9,30,36.4,-1,0.97,14,3.1,21,4.7
District of Columbia,5/1/2021,547,377,69.0,-2.2,351,27,17.2,7.1,43,43.3,-16,0.62,13,1.8,22,3.0
Florida,5/1/2021,17729,10308,58.1,-1.3,9804,504,63.4,4.9,515,19.2,-11,0.98,248,2.8,394,4.5
Georgia,5/1/2021,8383,5183,61.8,-1.1,4971,212,12.8,4.1,338,42.6,-126,0.63,181,4.0,249,5.5
Hawaii,5/1/2021,1125,675,60.1,-1.2,629,46,206.9,6.9,40,33.3,6,1.16,14,2.4,29,5.0
Idaho,5/1/2021,1466,923,63.0,-1.1,890,34,33.9,3.6,49,25.6,-15,0.69,29,3.7,36,4.6
Illinois,5/1/2021,10088,6356,63.0,-1.3,5947,409,63.3,6.4,337,30.1,72,1.21,163,2.8,243,4.2
Indiana,5/1/2021,5327,3365,63.2,-1.1,3226,139,21.3,4.1,201,28.0,-62,0.69,98,3.2,134,4.4
Iowa,5/1/2021,2509,1693,67.5,-1.8,1623,70,54.6,4.1,94,22.1,-24,0.74,41,2.7,67,4.4
Kansas,5/1/2021,2260,1504,66.6,-0.5,1452,53,7.0,3.5,78,14.7,-25,0.67,36,2.6,52,3.8
Kentucky,5/1/2021,3533,2023,57.3,-1.3,1932,91,6.5,4.5,162,67.0,-71,0.56,74,3.9,104,5.5
Louisiana,5/1/2021,3582,2080,58.1,-0.2,1954,126,28.6,6.1,114,25.3,12,1.11,55,2.9,81,4.3
Maine,5/1/2021,1140,688,60.3,-1.5,654,33,48.9,4.8,43,38.7,-10,0.77,14,2.3,26,4.2
Maryland,5/1/2021,4883,3179,65.1,-4.1,2999,181,53.8,5.7,232,41.5,-51,0.78,58,2.2,86,3.3
Massachusetts,5/1/2021,5744,3747,65.2,-0.8,3529,218,104.8,5.8,206,24.8,12,1.06,71,2.0,128,3.7
Michigan,5/1/2021,8063,4773,59.2,-2.1,4478,295,57.5,6.2,338,57.2,-43,0.87,127,3.1,228,5.5
Minnesota,5/1/2021,4501,3037,67.5,-2.5,2918,119,8.2,3.9,169,23.4,-50,0.71,61,2.2,99,3.5
Mississippi,5/1/2021,2280,1258,55.2,-0.8,1184,74,1.0,5.9,76,46.2,-2,0.98,50,4.4,52,4.6
Missouri,5/1/2021,4860,3053,62.8,-1.1,2919,134,28.6,4.4,173,40.7,-39,0.77,84,3.0,110,3.9
Montana,5/1/2021,881,550,62.4,-1.3,530,20,2.0,3.6,35,25.0,-15,0.56,19,3.9,26,5.3
Nebraska,5/1/2021,1510,1049,69.5,-0.7,1020,29,-8.4,2.8,61,22.0,-32,0.48,25,2.5,41,4.1
Nevada,5/1/2021,2492,1504,60.3,-4.0,1394,109,59.3,7.3,96,31.5,13,1.14,38,2.8,66,4.9
New Hampshire,5/1/2021,1149,758,66.0,-2.5,731,28,36.7,3.6,47,38.2,-19,0.59,18,2.7,32,4.9
New Jersey,5/1/2021,7409,4678,63.1,-1.2,4355,323,67.9,6.9,272,38.1,51,1.19,85,2.1,159,4.0
New Mexico,5/1/2021,1670,943,56.5,-1.6,872,70,39.5,7.5,56,16.7,14,1.26,24,3.0,35,4.4
New York,5/1/2021,16089,9559,59.4,-1.5,8852,706,73.7,7.4,524,22.4,182,1.35,147,1.6,327,3.7
North Carolina,5/1/2021,8322,4891,58.8,-2.5,4641,249,30.8,5.1,314,34.8,-65,0.79,155,3.4,209,4.6
North Dakota,5/1/2021,596,409,68.6,-0.5,395,13,45.6,3.2,27,12.5,-14,0.49,12,2.9,22,5.3
Ohio,5/1/2021,9329,5739,61.5,-2.0,5429,310,14.9,5.4,322,25.8,-12,0.96,146,2.7,226,4.2
Oklahoma,5/1/2021,3061,1865,60.9,0.3,1782,83,43.2,4.5,110,34.1,-27,0.75,59,3.6,70,4.3
Oregon,5/1/2021,3463,2153,62.2,1.2,2033,120,60.3,5.6,123,13.9,-3,0.98,53,2.8,80,4.3
Pennsylvania,5/1/2021,10494,6464,61.6,-1.3,6051,413,33.8,6.4,403,42.9,10,1.02,132,2.3,203,3.6
Rhode Island,5/1/2021,899,573,63.7,-0.5,539,34,61.1,5.9,36,50.0,-2,0.94,12,2.5,21,4.4
South Carolina,5/1/2021,4114,2357,57.3,-0.2,2261,97,41.5,4.1,150,37.6,-53,0.64,82,3.8,87,4.1
South Dakota,5/1/2021,682,470,68.8,-0.1,457,13,12.0,2.8,32,39.1,-19,0.41,13,3.0,20,4.6
Tennessee,5/1/2021,5514,3324,60.3,-1.0,3164,160,38.3,4.8,207,50.0,-47,0.77,109,3.6,121,3.9
Texas,5/1/2021,22480,14272,63.5,-0.4,13425,848,69.6,5.9,771,46.6,77,1.10,364,2.9,570,4.5
Utah,5/1/2021,2479,1684,67.9,-0.3,1636,48,19.1,2.9,89,20.3,-41,0.54,51,3.2,68,4.2
Vermont,5/1/2021,540,336,62.2,-3.6,322,13,70.8,4.0,24,41.2,-11,0.55,6,2.0,14,4.8
Virginia,5/1/2021,6798,4332,63.7,-1.9,4151,181,38.4,4.2,264,20.5,-83,0.68,118,3.0,160,4.1
Washington,5/1/2021,6156,3893,63.2,-2.1,3681,212,39.5,5.4,184,-6.6,28,1.15,76,2.3,124,3.7
West Virginia,5/1/2021,1443,780,54.1,-0.9,737,43,1.4,5.5,52,6.1,-9,0.82,25,3.7,31,4.5
Wisconsin,5/1/2021,4713,3111,66.0,0.1,2983,129,39.0,4.1,189,18.1,-60,0.68,72,2.5,109,3.8
Wyoming,5/1/2021,454,290,64.0,-1.7,276,14,1.7,4.9,19,5.6,-5,0.74,10,3.6,14,5.0
Alabama,4/1/2021,3984,2258,56.7,-0.6,2176,82,10.9,3.6,110,11.1,-28,0.75,61,3.0,91,4.5
Alaska,4/1/2021,545,352,64.6,-0.2,327,25,29.1,7.0,25,8.7,0,0.99,12,3.9,18,5.8
Arizona,4/1/2021,5733,3530,61.6,-0.4,3326,204,21.2,5.8,190,24.2,14,1.07,90,3.1,139,4.8
Arkansas,4/1/2021,2358,1338,56.8,-1.1,1278,60,25.4,4.5,74,15.6,-14,0.81,36,2.8,64,5.0
California,4/1/2021,31098,18928,60.9,-2.2,17368,1561,81.3,8.2,819,1.4,742,1.91,358,2.2,658,4.0
Colorado,4/1/2021,4625,3151,68.1,-0.6,2959,192,94.0,6.1,143,13.5,49,1.34,74,2.7,111,4.1
Connecticut,4/1/2021,2932,1814,61.9,-4.6,1690,125,66.6,6.9,94,40.3,31,1.33,32,2.0,58,3.6
Delaware,4/1/2021,806,496,61.5,0.6,466,29,67.3,5.9,26,18.2,3,1.13,12,2.7,21,4.7
District of Columbia,4/1/2021,547,375,68.7,-2.5,349,26,16.4,7.0,33,10.0,-7,0.80,13,1.8,21,2.9
Florida,4/1/2021,17706,10261,57.9,-1.5,9736,524,70.1,5.1,482,11.6,42,1.09,259,3.0,314,3.6
Georgia,4/1/2021,8375,5180,61.8,-1.1,4960,220,16.9,4.2,308,30.0,-88,0.71,144,3.2,234,5.2
Hawaii,4/1/2021,1125,677,60.2,-1.0,625,52,247.7,7.7,31,3.3,21,1.69,13,2.3,27,4.8
Idaho,4/1/2021,1461,921,63.0,-1.0,887,35,38.4,3.8,47,20.5,-12,0.74,23,2.9,38,4.8
Illinois,4/1/2021,10090,6344,62.9,-1.4,5923,422,68.4,6.6,314,21.2,108,1.34,151,2.6,264,4.6
Indiana,4/1/2021,5324,3365,63.2,-1.1,3221,144,25.1,4.3,190,21.0,-46,0.76,85,2.8,124,4.1
Iowa,4/1/2021,2508,1687,67.3,-1.9,1617,70,55.9,4.2,86,11.7,-16,0.82,41,2.7,70,4.6
Kansas,4/1/2021,2259,1503,66.5,-0.6,1450,53,8.1,3.5,81,19.1,-28,0.66,31,2.3,57,4.2
Kentucky,4/1/2021,3532,2020,57.2,-1.4,1929,91,6.2,4.5,125,28.9,-34,0.73,57,3.0,101,5.3
Louisiana,4/1/2021,3583,2080,58.1,-0.2,1948,132,34.7,6.4,110,20.9,22,1.20,54,2.9,94,5.1
Maine,4/1/2021,1139,687,60.3,-1.5,653,34,50.8,4.9,40,29.0,-6,0.84,16,2.6,31,5.0
Maryland,4/1/2021,4882,3177,65.1,-4.2,2991,186,58.4,5.9,183,11.6,3,1.02,44,1.7,81,3.1
Massachusetts,4/1/2021,5741,3751,65.3,-0.7,3516,235,120.5,6.3,205,24.2,30,1.15,72,2.1,167,4.8
Michigan,4/1/2021,8063,4768,59.1,-2.2,4471,297,58.5,6.2,272,26.5,25,1.09,147,3.5,193,4.6
Minnesota,4/1/2021,4499,3035,67.5,-2.5,2913,122,11.1,4.0,130,-5.1,-8,0.94,53,1.9,97,3.4
Mississippi,4/1/2021,2280,1258,55.2,-0.8,1181,76,3.8,6.1,75,44.2,1,1.02,40,3.5,54,4.8
Missouri,4/1/2021,4857,3054,62.9,-1.1,2914,140,34.2,4.6,159,29.3,-19,0.88,76,2.7,135,4.8
Montana,4/1/2021,880,549,62.4,-1.3,528,20,4.3,3.7,33,17.9,-13,0.61,17,3.5,27,5.5
Nebraska,4/1/2021,1510,1048,69.4,-0.7,1018,30,-6.0,2.9,55,10.0,-25,0.54,29,2.9,42,4.2
Nevada,4/1/2021,2489,1505,60.4,-3.8,1389,116,68.6,7.7,95,30.1,21,1.22,38,2.9,75,5.7
New Hampshire,4/1/2021,1148,759,66.1,-2.4,730,29,42.8,3.8,42,23.5,-13,0.69,15,2.3,28,4.3
New Jersey,4/1/2021,7407,4676,63.1,-1.2,4344,332,72.5,7.1,296,50.3,36,1.12,74,1.9,185,4.7
New Mexico,4/1/2021,1669,942,56.4,-1.6,868,74,45.9,7.8,54,12.5,20,1.37,20,2.5,38,4.8
New York,4/1/2021,16102,9559,59.4,-1.5,8815,744,83.0,7.8,420,-1.9,324,1.77,147,1.6,304,3.4
North Carolina,4/1/2021,8311,4887,58.8,-2.4,4631,256,34.2,5.2,318,36.5,-62,0.80,129,2.8,240,5.3
North Dakota,4/1/2021,596,409,68.6,-0.5,395,14,56.3,3.5,23,-4.2,-9,0.61,11,2.7,20,4.8
Ohio,4/1/2021,9329,5736,61.5,-2.0,5415,321,18.9,5.6,303,18.4,18,1.06,132,2.5,221,4.1
Oklahoma,4/1/2021,3058,1864,60.9,0.3,1778,86,48.3,4.6,109,32.9,-23,0.79,42,2.6,77,4.7
Oregon,4/1/2021,3460,2151,62.2,1.2,2024,127,69.9,5.9,126,16.7,1,1.01,51,2.8,90,4.9
Pennsylvania,4/1/2021,10489,6472,61.7,-1.2,6042,430,39.4,6.6,374,32.6,56,1.15,134,2.3,205,3.6
Rhode Island,4/1/2021,899,573,63.7,-0.5,538,35,65.6,6.1,31,29.2,4,1.12,11,2.3,24,5.1
South Carolina,4/1/2021,4109,2354,57.3,-0.2,2256,98,44.1,4.2,147,34.9,-49,0.67,64,3.0,94,4.4
South Dakota,4/1/2021,682,469,68.8,-0.1,456,13,13.1,2.8,26,13.0,-13,0.51,12,2.7,20,4.6
Tennessee,4/1/2021,5509,3320,60.3,-1.1,3153,167,43.8,5.0,191,38.4,-24,0.87,106,3.4,139,4.5
Texas,4/1/2021,22450,14239,63.4,-0.4,13357,882,76.4,6.2,734,39.5,148,1.20,366,2.9,583,4.7
Utah,4/1/2021,2474,1680,67.9,-0.3,1630,50,23.6,3.0,86,16.2,-36,0.58,46,2.9,67,4.2
Vermont,4/1/2021,539,335,62.2,-3.6,321,14,82.2,4.2,19,11.8,-5,0.75,7,2.4,14,4.8
Virginia,4/1/2021,6795,4327,63.7,-2.0,4138,189,45.0,4.4,240,9.6,-51,0.79,96,2.5,167,4.3
Washington,4/1/2021,6153,3888,63.2,-2.2,3668,220,45.2,5.7,175,-11.2,45,1.26,59,1.8,132,4.0
West Virginia,4/1/2021,1442,779,54.0,-1.0,735,44,4.1,5.6,45,-8.2,-1,0.97,20,2.9,30,4.4
Wisconsin,4/1/2021,4712,3110,66.0,0.1,2977,133,43.9,4.3,169,5.6,-36,0.79,66,2.3,111,3.9
Wyoming,4/1/2021,453,291,64.1,-1.6,276,15,6.1,5.1,18,0.0,-3,0.82,10,3.6,15,5.4
Alabama,3/1/2021,3982,2257,56.7,-0.6,2173,84,13.7,3.7,122,23.2,-38,0.69,57,2.8,93,4.6
Alaska,3/1/2021,545,351,64.4,-0.4,326,25,28.8,7.0,23,0.0,2,1.07,11,3.6,17,5.5
Arizona,3/1/2021,5725,3523,61.5,-0.4,3312,211,25.6,6.0,186,21.6,25,1.13,96,3.3,123,4.2
Arkansas,3/1/2021,2356,1337,56.7,-1.2,1274,62,29.3,4.7,68,6.3,-6,0.91,39,3.1,49,3.9
California,3/1/2021,31110,18842,60.6,-2.5,17259,1582,83.8,8.4,773,-4.3,809,2.05,322,2.0,614,3.8
Colorado,3/1/2021,4621,3139,67.9,-0.8,2946,193,94.7,6.1,137,8.7,56,1.41,64,2.4,128,4.8
Connecticut,3/1/2021,2929,1813,61.9,-4.6,1689,124,66.4,6.9,72,7.5,52,1.73,24,1.5,61,3.8
Delaware,3/1/2021,804,494,61.4,0.5,465,29,66.7,5.9,25,13.6,4,1.17,11,2.5,20,4.5
District of Columbia,3/1/2021,547,374,68.4,-2.8,348,26,15.6,7.0,32,6.7,-6,0.82,12,1.7,23,3.2
Florida,3/1/2021,17685,10212,57.7,-1.7,9668,545,76.7,5.3,487,12.7,58,1.12,232,2.7,372,4.3
Georgia,3/1/2021,8368,5176,61.9,-1.1,4948,228,21.2,4.4,302,27.4,-74,0.75,140,3.1,224,5.0
Hawaii,3/1/2021,1125,676,60.1,-1.1,619,57,278.1,8.4,30,0.0,27,1.90,12,2.2,23,4.1
Idaho,3/1/2021,1457,919,63.1,-1.0,883,36,41.6,3.9,44,12.8,-8,0.81,23,2.9,38,4.9
Illinois,3/1/2021,10094,6328,62.7,-1.6,5898,430,71.7,6.8,265,2.3,165,1.62,133,2.3,257,4.5
Indiana,3/1/2021,5321,3362,63.2,-1.1,3215,147,27.8,4.4,151,-3.8,-4,0.97,82,2.7,134,4.4
Iowa,3/1/2021,2507,1680,67.0,-2.2,1610,70,54.9,4.2,80,3.9,-10,0.88,40,2.6,67,4.4
Kansas,3/1/2021,2258,1502,66.5,-0.6,1448,54,9.2,3.6,69,1.5,-15,0.78,34,2.5,49,3.6
Kentucky,3/1/2021,3531,2015,57.1,-1.5,1924,91,6.2,4.5,112,15.5,-21,0.81,52,2.8,94,5.0
Louisiana,3/1/2021,3584,2077,58.0,-0.3,1941,136,38.7,6.6,107,17.6,29,1.27,53,2.9,83,4.5
Maine,3/1/2021,1137,684,60.1,-1.7,652,33,45.7,4.8,35,12.9,-2,0.93,14,2.3,28,4.5
Maryland,3/1/2021,4881,3174,65.0,-4.2,2983,191,62.4,6.0,172,4.9,19,1.11,46,1.8,81,3.1
Massachusetts,3/1/2021,5739,3740,65.2,-0.9,3501,239,124.4,6.4,170,3.0,69,1.41,66,1.9,110,3.2
Michigan,3/1/2021,8063,4762,59.1,-2.2,4465,297,58.7,6.2,286,33.0,11,1.04,131,3.2,240,5.8
Minnesota,3/1/2021,4498,3034,67.5,-2.5,2909,125,13.5,4.1,134,-2.2,-9,0.93,50,1.8,103,3.7
Mississippi,3/1/2021,2280,1257,55.1,-0.8,1179,78,6.2,6.2,67,28.8,11,1.17,39,3.5,46,4.1
Missouri,3/1/2021,4854,3053,62.9,-1.1,2909,144,37.9,4.7,143,16.3,1,1.00,82,2.9,104,3.7
Montana,3/1/2021,878,547,62.3,-1.4,526,20,5.8,3.7,31,10.7,-11,0.66,14,2.9,25,5.2
Nebraska,3/1/2021,1509,1047,69.4,-0.7,1017,30,-4.2,2.9,53,6.0,-23,0.57,29,2.9,42,4.2
Nevada,3/1/2021,2486,1503,60.5,-3.8,1383,121,76.4,8.0,84,15.1,37,1.44,39,3.0,64,4.9
New Hampshire,3/1/2021,1147,758,66.1,-2.4,729,30,46.8,3.9,39,14.7,-9,0.76,13,2.0,28,4.3
New Jersey,3/1/2021,7405,4661,62.9,-1.4,4330,332,72.4,7.1,238,20.8,94,1.39,85,2.2,173,4.4
New Mexico,3/1/2021,1669,938,56.2,-1.8,863,74,47.3,7.9,49,2.1,25,1.52,23,2.9,36,4.6
New York,3/1/2021,16114,9541,59.2,-1.7,8777,764,87.9,8.0,387,-9.6,377,1.97,124,1.4,269,3.0
North Carolina,3/1/2021,8300,4882,58.8,-2.4,4620,262,37.6,5.4,295,26.6,-33,0.89,114,2.5,254,5.6
North Dakota,3/1/2021,596,408,68.6,-0.5,393,15,66.4,3.7,22,-8.3,-7,0.68,11,2.7,19,4.6
Ohio,3/1/2021,9330,5730,61.4,-2.1,5401,328,21.6,5.7,293,14.5,35,1.12,117,2.2,216,4.0
Oklahoma,3/1/2021,3056,1862,60.9,0.3,1774,88,52.5,4.7,97,18.3,-9,0.91,44,2.7,61,3.8
Oregon,3/1/2021,3458,2146,62.0,1.0,2015,131,75.4,6.1,116,7.4,15,1.13,46,2.5,83,4.5
Pennsylvania,3/1/2021,10485,6477,61.8,-1.1,6030,447,45.0,6.9,314,11.3,133,1.42,108,1.9,237,4.2
Rhode Island,3/1/2021,899,571,63.6,-0.6,536,35,65.3,6.1,27,12.5,8,1.29,10,2.1,23,4.9
South Carolina,3/1/2021,4103,2351,57.3,-0.2,2250,101,47.4,4.3,146,33.9,-45,0.69,60,2.8,103,4.8
South Dakota,3/1/2021,681,468,68.7,-0.2,455,13,13.6,2.8,25,8.7,-12,0.53,11,2.5,19,4.4
Tennessee,3/1/2021,5504,3317,60.3,-1.1,3147,171,47.1,5.1,180,30.4,-9,0.95,91,3.0,135,4.4
Texas,3/1/2021,22419,14200,63.3,-0.5,13291,908,81.7,6.4,635,20.7,273,1.43,327,2.6,488,4.0
Utah,3/1/2021,2469,1675,67.9,-0.4,1624,52,27.4,3.1,87,17.6,-35,0.59,53,3.3,76,4.8
Vermont,3/1/2021,539,334,62.1,-3.7,320,15,90.3,4.4,16,-5.9,-1,0.92,6,2.1,14,4.9
Virginia,3/1/2021,6792,4320,63.6,-2.0,4123,197,51.0,4.6,260,18.7,-63,0.76,86,2.2,175,4.5
Washington,3/1/2021,6150,3882,63.1,-2.2,3653,229,50.6,5.9,164,-16.8,65,1.39,68,2.1,128,3.9
West Virginia,3/1/2021,1443,777,53.9,-1.1,733,45,6.3,5.8,55,12.2,-10,0.81,18,2.6,36,5.3
Wisconsin,3/1/2021,4711,3107,65.9,0.1,2971,136,47.0,4.4,141,-11.9,-5,0.96,68,2.4,127,4.4
Wyoming,3/1/2021,453,291,64.2,-1.5,276,15,9.4,5.2,18,0.0,-3,0.84,10,3.6,15,5.5
Alabama,2/1/2021,3981,2258,56.7,-0.6,2170,88,19.0,3.9,118,19.2,-30,0.75,49,2.4,84,4.2
Alaska,2/1/2021,545,350,64.2,-0.6,325,25,28.5,7.1,22,-4.3,3,1.12,10,3.2,18,5.8
Arizona,2/1/2021,5717,3516,61.5,-0.4,3298,218,29.9,6.2,153,0.0,65,1.43,70,2.4,118,4.1
Arkansas,2/1/2021,2355,1335,56.7,-1.2,1271,64,32.8,4.8,69,7.8,-5,0.93,32,2.5,60,4.7
California,2/1/2021,31128,18770,60.3,-2.7,17165,1605,86.4,8.5,707,-12.5,898,2.27,301,1.9,605,3.8
Colorado,2/1/2021,4618,3129,67.8,-1.0,2933,196,97.8,6.3,137,8.7,59,1.43,62,2.3,121,4.5
Connecticut,2/1/2021,2926,1814,62.0,-4.5,1688,126,68.4,6.9,64,-4.5,62,1.97,25,1.6,50,3.2
Delaware,2/1/2021,803,492,61.3,0.4,464,29,63.8,5.8,27,22.7,2,1.06,12,2.7,23,5.2
District of Columbia,2/1/2021,547,373,68.2,-2.9,347,26,16.4,7.1,32,6.7,-6,0.83,13,1.8,18,2.5
Florida,2/1/2021,17666,10170,57.6,-1.9,9603,566,83.8,5.6,434,0.5,132,1.31,252,2.9,273,3.2
Georgia,2/1/2021,8361,5174,61.9,-1.0,4938,237,25.8,4.6,316,33.3,-79,0.75,138,3.1,210,4.7
Hawaii,2/1/2021,1125,675,60.0,-1.2,613,62,310.7,9.2,28,-6.7,34,2.21,11,2.0,23,4.1
Idaho,2/1/2021,1453,917,63.1,-1.0,880,37,45.4,4.0,41,5.1,-4,0.89,22,2.8,38,4.9
Illinois,2/1/2021,10099,6316,62.5,-1.8,5873,442,76.6,7.0,277,6.9,165,1.60,131,2.3,286,5.0
Indiana,2/1/2021,5319,3361,63.2,-1.1,3209,151,31.7,4.5,159,1.3,-8,0.95,76,2.5,115,3.8
Iowa,2/1/2021,2506,1674,66.8,-2.4,1604,70,53.9,4.2,80,3.9,-10,0.87,37,2.4,58,3.8
Kansas,2/1/2021,2258,1501,66.5,-0.6,1446,55,12.6,3.7,69,1.5,-14,0.80,32,2.3,49,3.6
Kentucky,2/1/2021,3531,2010,56.9,-1.7,1919,91,7.0,4.5,118,21.6,-27,0.77,64,3.4,99,5.3
Louisiana,2/1/2021,3585,2074,57.8,-0.4,1933,141,43.2,6.8,103,13.2,38,1.36,51,2.8,76,4.1
Maine,2/1/2021,1136,681,59.9,-1.9,649,31,40.4,4.6,32,3.2,-1,0.98,14,2.3,26,4.2
Maryland,2/1/2021,4880,3173,65.0,-4.2,2977,195,66.5,6.2,152,-7.3,43,1.29,50,1.9,79,3.0
Massachusetts,2/1/2021,5738,3739,65.2,-0.9,3488,252,136.1,6.7,151,-8.5,101,1.67,63,1.8,107,3.1
